"before","after"
"Bastet est assimilée à la déesse grecque Artémis.","Bastet est assimilée à la déesse grecque Artémis . "
"La version 1.0 est publiée le et la 2.0 le .","la version un est publiée le et la deux le . "
"À partir de là, le bus PCI remplace rapidement les autres bus présents, comme le bus ISA.","à partir de là , le bus P.C.I. remplace rapidement les autres bus présents , comme le bus I.S.A. . "
") sont généralement présents et utilisables sur le bus PCI.","sont généralement présents et utilisables sur le bus P.C.I. . "
"Reçu à l'École polytechnique en 1969, il en sort dans la « botte » et intègre le corps des Ponts et Chaussées.","reçu à l' École polytechnique en dix-neuf cent soixante-neuf , il en sort dans la botte et intègre le corps des Ponts et Chaussées . "
"Billy Wilder.","Billy Wilder . "
"Filme - Motive - Kontroverses"" (Bochum: Paragon-Verlag, 2006)* Glenn Hopp &amp; Paul Duncan, ""Billy Wilder"" (Köln / New York: Taschen, 2003)* Ed Sikov, ""On Sunset Boulevard.","filme motive Kontroverses "" Bochum Paragon-Verlag , deux mille six Glenn Hopp et , Paul Duncan , "" Billy Wilder "" Köln New York Taschen , deux mille trois Éd Sikov , "" on Sunset Boulevard . "
"Bille August est un réalisateur de cinéma danois né le à Brede (Danemark).","bille August est un réalisateur de cinéma danois né le à Brede Danemark . "
"Il a été marié à la comédienne Pernilla August entre 1991 et 1997.","il a été marié à la comédienne Pernilla August entre mille neuf cent quatre-vingt-onze et mille neuf cent quatre-vingt-dix-sept . "
"B.","B. "
"Arsis, 2007.","arsis , deux mille sept . "
"[http://www.doctrinafidei.va/documents/rc_con_cfaith_doc_20081208_dignitas-personae_fr.html]=== Filmographie ===* ""La vie en question"", documentaire de Caroline Puig-Grenetier, KTO, 2009."," H.T.T.P. colon double slash W.W.W. dot doctrinafidei dot va slash documents slash R.C. con cfaith doc vingt millions quatre-vingt-un mille deux cent huit dignitas -personae fr.html gale gale gale Filmographie gale gale gale "" la vie en question "" , documentaire de Caroline Puig-Grenetier , K.T.O. , deux mille neuf . "
"Capitale régionale de la Résistance en tant que siège des principaux mouvements (Armée secrète et Mouvements unis de la Résistance) et réseaux (S.R.","capitale régionale de la Résistance en tant que siège des principaux mouvements Armée secrète et Mouvements unis de la Résistance et réseaux S.R. "
"Alliance, Special Operations Executive…), Brive-la-Gaillarde est la première ville de la France occupée à se libérer par ses propres moyens le 15 .","alliance , Special Operations Executive , Brive-la-Gaillarde est la première ville de la France occupée à se libérer par ses propres moyens le quinze . "
"La Bible est un ensemble de textes considérés comme sacrés par le judaïsme et le christianisme.","la Bible est un ensemble de textes considérés comme sacrés par le judaïsme et le christianisme . "
"Tant les catholiques que les protestants réalisèrent ensuite de nombreuses traductions en langues vernaculaires.","tant les catholiques que les protestants réalisèrent ensuite de nombreuses traductions en langues vernaculaires . "
"Elle détient en septembre 2010, 7,9 % des emprunts d'État du Japon.","elle détient en septembre deux mille dix , sept , neuf pour cents des emprunts d' État du Japon . "
"Les décimales peuvent aussi être représentées sur la première tige.","les décimales peuvent aussi être représentées sur la première tige . "
"Dans les pays occidentaux, un cadre de perles semblables au boulier de Russie, avec un cadre vertical (voir image du boulier d'école).","dans les pays occidentaux , un cadre de perles semblables au boulier de Russie , avec un cadre vertical voir image du boulier d' école . "
"En 1977 Microsoft avait sorti l'Altair Basic pour le Altair 8800 du constructeur MITS.","en mille neuf cent soixante-dix-sept Microsoft avait sorti l' Altair Basic pour le Altair huit mille huit cents du constructeur MITS . "
"Le BASIC est bien connu pour ses fonctions de manipulations de chaînes de caractères.","le BASIC est bien connu pour ses fonctions de manipulations de chaines de caractères . "
"Comme elles sont souvent utilisées dans les applications de tous les jours, cela est un avantage considérable.","comme elles sont souvent utilisées dans les applications de tous les jours , cela est un avantage considérable . "
"Une version interprétée libre qui est conforme aux standards et hautement multiplateforme est le Bywater BASIC.","une version interprétée libre qui est conforme aux standards et hautement multiplateforme est le Bywater BASIC . "
"Bernard Werber (prononcer /vɛʁbɛʁ/), né le à Toulouse, est un écrivain français.","Bernard Werber prononcer V. B. , né le à Toulouse , est un écrivain français . "
"Les animaux comme les dauphins, les rats ou les fourmis sont représentés comme des animaux intelligents.","les animaux comme les dauphins , les rats ou les fourmis sont représentés comme des animaux intelligents . "
"Ce cas grammatical exprime que le nom qu'il affecte est bénéficiaire de l'action.","ce cas grammatical exprime que le nom qu' il affecte est bénéficiaire de l' action . "
"L'équipe avec le nombre de points le plus important remporte la partie.","l' équipe avec le nombre de points le plus important remporte la partie . "
"Amos Alonzo Stagg introduit le basketball à l'université de Chicago tandis qu'Adolph Rupp, un ancien élève de Naismith, connaît le succès en tant qu'entraîneur de l'université du Kentucky.","Amos Alonzo Stagg introduit le basket-ball à l' université de Chicago tandis qu' Adolph Rupp , un ancien élève de Naismith , connait le succès en tant qu' entraîneur de l' université du Kentucky . "
"Elle absorbe le comité en 1909, et devient en 1910 la NCAA - la fédération américaine de sport universitaire actuelle.","elle absorbe le comité en mille neuf cent neuf , et devient en dix-neuf cent dix la NCAA la fédération américaine de sport universitaire actuelle . "
"Après trois saisons, en 1949, la ligue fusionne avec la """" pour former la ""National Basketball Association"" (NBA).","après trois saisons , en mille neuf cent quarante-neuf , la ligue fusionne avec la "" "" pour former la "" national Basketball Association "" N.B.A. . "
"En 1989, la FIBA cesse d'exclure les joueurs professionnels de ses compétitions, et des joueurs professionnels sont pour la première fois admis aux Jeux olympiques de 1992.","en mille neuf cent quatre-vingt-neuf , la FIBA cesse d' exclure les joueurs professionnels de ses compétitions , et des joueurs professionnels sont pour la première fois admis aux Jeux olympiques de mille neuf cent quatre-vingt-douze . "
"Les premiers étaient originaires de Yougoslavie, comme Dražen Petrović, Toni Kukoč et Vlade Divac, ou de Lituanie (Arvydas Sabonis, Šarūnas Marčiulionis).","les premiers étaient originaires de Yougoslavie , comme Dra en Petrovi , Toni Kuko et Vlade Divac , ou de Lituanie Arvydas Sabonis , ar nas Mar iulionis . "
"Peu après avoir été embauchée, elle le rencontre afin d'en apprendre davantage sur le basket-ball.","peu après avoir été embauchée , elle le rencontre afin d' en apprendre davantage sur le basket-ball . "
"Le sport s'implante dans plusieurs universités pour femmes, dont Wellesley, Vassar et Bryn Mawr College.","le sport s' implante dans plusieurs universités pour femmes , dont Wellesley , Vassar et Bryn Mawr Collège . "
"L'objectif du jeu est de marquer davantage de points que ses adversaires, en inscrivant des paniers tout en empêchant l'équipe adverse de le faire.","l' objectif du jeu est de marquer davantage de points que ses adversaires , en inscrivant des paniers tout en empêchant l' équipe adverse de le faire . "
"Seuls cinq joueurs de chaque équipe peuvent être présents simultanément sur le terrain.","seuls cinq joueurs de chaque équipe peuvent être présents simultanément sur le terrain . "
"Les trois secondes ne sont plus comptabilisées dès que la balle touche le cercle.","les trois secondes ne sont plus comptabilisées dès que la balle touche le cercle . "
"Il n'en tire qu'un seul lorsque le panier est réussi et accordé.","il n' en tire qu' un seul lorsque le panier est réussi et accordé. "
